adenoma	DOID_657	hsa-let-7a	normal	Northern blot, qRT-PCR etc	2007.0	Disrupting the pairing between let-7 and Hmga2 enhances oncogenic transformation.
psoriasis	DOID_9088	hsa-mir-381	down-regulated	microarray	2007.0	MicroRNAs: novel regulators involved in the pathogenesis of Psoriasis?
psoriasis	DOID_9088	hsa-mir-106a	up-regulated	microarray	2007.0	MicroRNAs: novel regulators involved in the pathogenesis of Psoriasis?
psoriasis	DOID_9088	hsa-mir-20a	up-regulated	microarray	2007.0	MicroRNAs: novel regulators involved in the pathogenesis of Psoriasis?
psoriasis	DOID_9088	hsa-mir-524*	down-regulated	microarray	2007.0	MicroRNAs: novel regulators involved in the pathogenesis of Psoriasis?
psoriasis	DOID_9088	hsa-mir-99b	down-regulated	microarray	2007.0	MicroRNAs: novel regulators involved in the pathogenesis of Psoriasis?
psoriasis	DOID_9088	hsa-mir-365	down-regulated	microarray	2007.0	MicroRNAs: novel regulators involved in the pathogenesis of Psoriasis?
psoriasis	DOID_9088	hsa-mir-518b	down-regulated	microarray	2007.0	MicroRNAs: novel regulators involved in the pathogenesis of Psoriasis?
pulmonary hypertension	DOID_6432	hsa-mir-17-5p	up-regulated	northern blot, qRT-PCR etc	2009.0	Interleukin-6 modulates the expression of the bone morphogenic protein receptor type II through a novel STAT3-microRNA cluster 17/92 pathway.
pulmonary hypertension	DOID_6432	hsa-mir-20a	up-regulated	northern blot, qRT-PCR etc	2009.0	Interleukin-6 modulates the expression of the bone morphogenic protein receptor type II through a novel STAT3-microRNA cluster 17/92 pathway.
recurrent ovarian cancer	DOID_6708	hsa-mir-9	down-regulated	Northern blot, qRT-PCR etc	2008.0	Potential role of miR-9 and miR-223 in recurrent ovarian cancer.
recurrent ovarian cancer	DOID_6708	hsa-mir-223	up-regulated	Northern blot, qRT-PCR etc	2008.0	Potential role of miR-9 and miR-223 in recurrent ovarian cancer.
renal clear cell carcinoma	DOID_4467	hsa-mir-21	up-regulated	microarray	2009.0	Microarray analysis of microRNA expression in renal clear cell carcinoma.
renal clear cell carcinoma	DOID_4467	hsa-mir-320	down-regulated	microarray	2009.0	Microarray analysis of microRNA expression in renal clear cell carcinoma.
renal clear cell carcinoma	DOID_4467	hsa-mir-494	down-regulated	microarray	2009.0	Microarray analysis of microRNA expression in renal clear cell carcinoma.
renal clear cell carcinoma	DOID_4467	hsa-mir-145	down-regulated	microarray	2009.0	Microarray analysis of microRNA expression in renal clear cell carcinoma.
renal clear cell carcinoma	DOID_4467	hsa-let-7g	up-regulated	microarray	2009.0	Microarray analysis of microRNA expression in renal clear cell carcinoma.
retinoblastoma	DOID_768	hsa-mir-34a	down-regulated	northern blot, qRT-PCR etc	2009.0	Differential MicroRNA-34a Expression and Tumor Suppressor Function in Retinoblastoma Cells.
retinoblastoma	DOID_768	hsa-mir-34b	down-regulated	northern blot, qRT-PCR etc	2009.0	Differential MicroRNA-34a Expression and Tumor Suppressor Function in Retinoblastoma Cells.
retinoblastoma	DOID_768	hsa-mir-373*	up-regulated	microarray	2008.0	Identification of miRNAs associated with tumorigenesis of retinoblastoma by miRNA microarray analysis.
retinoblastoma	DOID_768	hsa-mir-492	up-regulated	microarray	2008.0	Identification of miRNAs associated with tumorigenesis of retinoblastoma by miRNA microarray analysis.
retinoblastoma	DOID_768	hsa-mir-494	up-regulated	microarray	2008.0	Identification of miRNAs associated with tumorigenesis of retinoblastoma by miRNA microarray analysis.
retinoblastoma	DOID_768	hsa-mir-498	up-regulated	microarray	2008.0	Identification of miRNAs associated with tumorigenesis of retinoblastoma by miRNA microarray analysis.
retinoblastoma	DOID_768	hsa-mir-503	up-regulated	microarray	2008.0	Identification of miRNAs associated with tumorigenesis of retinoblastoma by miRNA microarray analysis.
retinoblastoma	DOID_768	hsa-mir-513-1	up-regulated	microarray	2008.0	Identification of miRNAs associated with tumorigenesis of retinoblastoma by miRNA microarray analysis.
retinoblastoma	DOID_768	hsa-mir-513-2	up-regulated	microarray	2008.0	Identification of miRNAs associated with tumorigenesis of retinoblastoma by miRNA microarray analysis.
retinoblastoma	DOID_768	hsa-mir-518c*	up-regulated	microarray	2008.0	Identification of miRNAs associated with tumorigenesis of retinoblastoma by miRNA microarray analysis.
retinoblastoma	DOID_768	hsa-let-7e	up-regulated	microarray	2008.0	Identification of miRNAs associated with tumorigenesis of retinoblastoma by miRNA microarray analysis.
retinoblastoma	DOID_768	hsa-mir-198	up-regulated	microarray	2008.0	Identification of miRNAs associated with tumorigenesis of retinoblastoma by miRNA microarray analysis.
retinoblastoma	DOID_768	hsa-mir-129-1	up-regulated	microarray	2008.0	Identification of miRNAs associated with tumorigenesis of retinoblastoma by miRNA microarray analysis.
retinoblastoma	DOID_768	hsa-mir-129-2	up-regulated	microarray	2008.0	Identification of miRNAs associated with tumorigenesis of retinoblastoma by miRNA microarray analysis.
retinoblastoma	DOID_768	hsa-mir-320	up-regulated	microarray	2008.0	Identification of miRNAs associated with tumorigenesis of retinoblastoma by miRNA microarray analysis.
rhabdomyosarcoma	DOID_3247	hsa-mir-206	down-regulated	northern blot, qRT-PCR etc	2009.0	MicroRNA-1/206 targets c-Met and inhibits rhabdomyosarcoma development.
rhabdomyosarcoma	DOID_3247	hsa-mir-206	down-regulated	northern blot, qRT-PCR etc	2009.0	The muscle-specific microRNA miR-206 blocks human rhabdomyosarcoma growth in
rhabdomyosarcoma	DOID_3247	hsa-mir-1	down-regulated	northern blot, qRT-PCR etc	2009.0	MicroRNA-1/206 targets c-Met and inhibits rhabdomyosarcoma development.
rhabdomyosarcoma	DOID_3247	hsa-mir-1	down-regulated	northern blot, qRT-PCR etc	2009.0	The muscle-specific microRNA miR-206 blocks human rhabdomyosarcoma growth in
sarcoma	DOID_1115	hsa-let-7a	normal	Northern blot, qRT-PCR etc	2007.0	Disrupting the pairing between let-7 and Hmga2 enhances oncogenic transformation.
schizophrenia	DOID_5419	hsa-mir-107	up-regulated	northern blot, qRT-PCR etc	2009.0	Schizophrenia is associated with an increase in cortical microRNA biogenesis.
schizophrenia	DOID_5419	hsa-mir-7	down-regulated	Northern blot, qRT-PCR etc	2007.0	microRNA expression in the prefrontal cortex of individuals with schizophrenia and schizoaffective disorder.
schizophrenia	DOID_5419	hsa-mir-30d	down-regulated	microarray	2007.0	microRNA expression in the prefrontal cortex of individuals with schizophrenia and schizoaffective disorder.
schizophrenia	DOID_5419	hsa-mir-30e	down-regulated	Northern blot, qRT-PCR etc	2007.0	microRNA expression in the prefrontal cortex of individuals with schizophrenia and schizoaffective disorder.
schizophrenia	DOID_5419	hsa-mir-24	down-regulated	Northern blot, qRT-PCR etc	2007.0	microRNA expression in the prefrontal cortex of individuals with schizophrenia and schizoaffective disorder.
schizophrenia	DOID_5419	hsa-mir-30a-5p	down-regulated	microarray	2007.0	microRNA expression in the prefrontal cortex of individuals with schizophrenia and schizoaffective disorder.
schizophrenia	DOID_5419	hsa-mir-30b	down-regulated	Northern blot, qRT-PCR etc	2007.0	microRNA expression in the prefrontal cortex of individuals with schizophrenia and schizoaffective disorder.
schizophrenia	DOID_5419	hsa-mir-195	down-regulated	Northern blot, qRT-PCR etc	2007.0	microRNA expression in the prefrontal cortex of individuals with schizophrenia and schizoaffective disorder.
schizophrenia	DOID_5419	hsa-mir-15a	up-regulated	northern blot, qRT-PCR etc	2009.0	Schizophrenia is associated with an increase in cortical microRNA biogenesis.
schizophrenia	DOID_5419	hsa-mir-15b	up-regulated	northern blot, qRT-PCR etc	2009.0	Schizophrenia is associated with an increase in cortical microRNA biogenesis.
schizophrenia	DOID_5419	hsa-mir-195	up-regulated	northern blot, qRT-PCR etc	2009.0	Schizophrenia is associated with an increase in cortical microRNA biogenesis.
schizophrenia	DOID_5419	hsa-mir-26b	down-regulated	Northern blot, qRT-PCR etc	2007.0	microRNA expression in the prefrontal cortex of individuals with schizophrenia and schizoaffective disorder.
schizophrenia	DOID_5419	hsa-mir-346	down-regulated	northern blot, qRT-PCR etc	2009.0	A MicroRNA gene is hosted in an intron of a schizophrenia-susceptibility gene.
schizophrenia	DOID_5419	hsa-mir-92	down-regulated	Northern blot, qRT-PCR etc	2007.0	microRNA expression in the prefrontal cortex of individuals with schizophrenia and schizoaffective disorder.
schizophrenia	DOID_5419	hsa-mir-212	down-regulated	microarray	2007.0	microRNA expression in the prefrontal cortex of individuals with schizophrenia and schizoaffective disorder.
schizophrenia	DOID_5419	hsa-mir-29a	down-regulated	microarray	2007.0	microRNA expression in the prefrontal cortex of individuals with schizophrenia and schizoaffective disorder.
schizophrenia	DOID_5419	hsa-mir-9-3p	down-regulated	microarray	2007.0	microRNA expression in the prefrontal cortex of individuals with schizophrenia and schizoaffective disorder.
schizophrenia	DOID_5419	hsa-mir-206	normal	Northern blot, qRT-PCR etc	2008.0	Brain expressed microRNAs implicated in schizophrenia etiology.
schizophrenia	DOID_5419	hsa-mir-198	normal	Northern blot, qRT-PCR etc	2008.0	Brain expressed microRNAs implicated in schizophrenia etiology.
schizophrenia	DOID_5419	hsa-mir-29b	down-regulated	Northern blot, qRT-PCR etc	2007.0	microRNA expression in the prefrontal cortex of individuals with schizophrenia and schizoaffective disorder.
schizophrenia	DOID_5419	hsa-mir-29c	down-regulated	microarray	2007.0	microRNA expression in the prefrontal cortex of individuals with schizophrenia and schizoaffective disorder.
schizophrenia	DOID_5419	hsa-mir-20b	down-regulated	microarray	2007.0	microRNA expression in the prefrontal cortex of individuals with schizophrenia and schizoaffective disorder.
schizophrenia	DOID_5419	hsa-mir-106b	up-regulated	microarray	2007.0	microRNA expression in the prefrontal cortex of individuals with schizophrenia and schizoaffective disorder.
sepsis	DOID_2292	hsa-mir-150	down-regulated	northern blot, qRT-PCR etc	2009.0	MicroRNA fingerprints identify miR-150 as a plasma prognostic marker in patients with sepsis
skin disease	DOID_37	hsa-mir-203	up-regulated	Northern blot, qRT-PCR etc	2008.0	A skin microRNA promotes differentiation by repressing 'stemness'.
squamous carcinoma	DOID_1749	hsa-mir-18a*	down-regulated	northern blot, qRT-PCR etc	2009.0	The miR-18a* microRNA functions as a potential tumor suppressor by targeting on K-Ras.
squamous carcinoma	DOID_1749	hsa-mir-205	up-regulated	northern blot, qRT-PCR etc	2009.0	MicroRNA-184 antagonizes microRNA-205 to maintain SHIP2 levels in epithelia.
squamous carcinoma	DOID_1749	hsa-let-7a	down-regulated	Northern blot, qRT-PCR etc	2008.0	Let-7a microRNA suppresses therapeutics-induced cancer cell death by targeting caspase-3.
teratocarcinoma	DOID_3305	hsa-mir-302	up-regulated	Northern blot, qRT-PCR etc	2007.0	Marked change in microRNA expression during neuronal differentiation of human teratocarcinoma NTera2D1 and mouse embryonal carcinoma P19 cells.
teratocarcinoma	DOID_3305	hsa-mir-124a	down-regulated	Northern blot, qRT-PCR etc	2007.0	Marked change in microRNA expression during neuronal differentiation of human teratocarcinoma NTera2D1 and mouse embryonal carcinoma P19 cells.
testicular germ cell tumor	DOID_5556	hsa-mir-133b	up-regulated	microarray	2007.0	High-throughput microRNAome analysis in human germ cell tumours.
testicular germ cell tumor	DOID_5556	hsa-mir-371	up-regulated	microarray	2007.0	High-throughput microRNAome analysis in human germ cell tumours.
testicular germ cell tumor	DOID_5556	hsa-mir-372	up-regulated	Northern blot, qRT-PCR etc	2006.0	A genetic screen implicates miRNA-372 and miRNA-373 as oncogenes in testicular germ cell tumors.
testicular germ cell tumor	DOID_5556	hsa-mir-372	up-regulated	microarray	2007.0	High-throughput microRNAome analysis in human germ cell tumours.
testicular germ cell tumor	DOID_5556	hsa-mir-373	up-regulated	Northern blot, qRT-PCR etc	2006.0	A genetic screen implicates miRNA-372 and miRNA-373 as oncogenes in testicular germ cell tumors.
testicular germ cell tumor	DOID_5556	hsa-mir-302d	up-regulated	microarray	2007.0	High-throughput microRNAome analysis in human germ cell tumours.
testicular germ cell tumor	DOID_5556	hsa-mir-373	up-regulated	microarray	2007.0	High-throughput microRNAome analysis in human germ cell tumours.
testicular germ cell tumor	DOID_5556	hsa-mir-200c	up-regulated	microarray	2007.0	High-throughput microRNAome analysis in human germ cell tumours.
testicular germ cell tumor	DOID_5556	hsa-mir-140	up-regulated	microarray	2007.0	High-throughput microRNAome analysis in human germ cell tumours.
testicular germ cell tumor	DOID_5556	hsa-mir-145	up-regulated	microarray	2007.0	High-throughput microRNAome analysis in human germ cell tumours.
testicular germ cell tumor	DOID_5556	hsa-mir-367	up-regulated	microarray	2007.0	High-throughput microRNAome analysis in human germ cell tumours.
thalassemia	DOID_10241	hsa-mir-144	down-regulated	Northern blot, qRT-PCR etc	2008.0	Mir-144 selectively regulates embryonic {alpha}-hemoglobin synthesis during primitive erythropoiesis.
thyroid cancer	DOID_3963	hsa-mir-146a*	normal	northern blot, qRT-PCR etc	2009.0	Polymorphic mature microRNAs from passenger strand of pre-miR-146a contribute to thyroid cancer.
tongue squamous cell carcinoma	DOID_10944	hsa-mir-133a	down-regulated	Northern blot, qRT-PCR etc	2008.0	Identification of pyruvate kinase type M2 as potential oncoprotein in squamous cell carcinoma of tongue through microRNA profiling.
tongue squamous cell carcinoma	DOID_10944	hsa-mir-133b	down-regulated	Northern blot, qRT-PCR etc	2008.0	Identification of pyruvate kinase type M2 as potential oncoprotein in squamous cell carcinoma of tongue through microRNA profiling.
tongue squamous cell carcinoma	DOID_10944	hsa-mir-222	down-regulated	northern blot, qRT-PCR etc	2009.0	MicroRNA-222 regulates cell invasion by targeting matrix metalloproteinase 1(MMP1) and manganese superoxide dismutase 2 (SOD2) in tongue squamous cell
tongue squamous cell carcinoma	DOID_10944	hsa-mir-21	up-regulated	northern blot, qRT-PCR etc	2009.0	MiR-21 indicates poor prognosis in tongue squamous cell carcinomas as an apoptosis inhibitor.
tourette's syndrome	DOID_11119	hsa-mir-189	normal	Northern blot, qRT-PCR etc	2008.0	Sequence variants in SLITRK1 are associated with Tourette's syndrome.
type 2 diabetes	DOID_9351	hsa-mir-125a	up-regulated	microarray	2009.0	MicroRNA-125a is over-expressed in insulin target tissues in a spontaneous rat model of Type 2 Diabetes.
type 2 diabetes	DOID_9351	hsa-mir-29a	up-regulated	Northern blot, qRT-PCR etc	2007.0	Overexpression of micro ribonucleic acid 29, highly up-regulated in diabetic rats, leads to insulin resistance in 3T3-L1 adipocytes.
type 2 diabetes	DOID_9351	hsa-mir-29b	up-regulated	Northern blot, qRT-PCR etc	2007.0	Overexpression of micro ribonucleic acid 29, highly up-regulated in diabetic rats, leads to insulin resistance in 3T3-L1 adipocytes.
type 2 diabetes	DOID_9351	hsa-mir-29c	up-regulated	Northern blot, qRT-PCR etc	2007.0	Overexpression of micro ribonucleic acid 29, highly up-regulated in diabetic rats, leads to insulin resistance in 3T3-L1 adipocytes.
